Date,AAPL,AMZN,BBAR,BMA,DIA,EEM,GGAL,GOOGL,MSFT,NVDA,PAM,QQQ,SPY,YPF,Total_portafolio
2020-02-20,"773,93","430,62","133,23","500,49","1045,77","571,88","551,34","225,68","1226,27","46,1","330,25","1810,1","1539,64","291,0","9476,3"
2020-02-21,"756,41","419,19","133,81","505,51","1037,77","568,6","558,28","220,69","1187,51","43,91","331,25","1775,32","1523,78","287,7","9349,74"
2020-02-24,"720,48","401,86","130,6","485,57","1001,3","547,32","537,47","211,23","1136,31","40,81","322,25","1706,86","1473,25","273,6","8988,92"
2020-02-25,"696,08","394,55","123,88","466,83","969,57","542,99","510,5","206,24","1117,56","39,13","311,75","1660,45","1428,6","255,0","8723,12"
2020-02-26,"707,12","395,92","125,05","469,63","966,13","547,32","512,43","206,86","1131,52","39,97","304,5","1669,01","1423,35","257,1","8755,9"
2020-02-27,"660,9","376,86","123,0","439,96","922,29","534,19","502,03","195,63","1051,79","37,74","297,0","1585,43","1359,42","246,0","8332,24"
2020-02-28,"660,51","376,75","117,74","427,85","911,76","532,22","487,0","199,24","1077,26","40,35","296,25","1586,67","1353,71","239,7","8307,01"
2020-03-02,"722,0","390,79","123,59","444,97","956,42","543,78","503,95","206,24","1148,94","41,3","335,25","1668,54","1412,34","241,2","8739,33"
2020-03-03,"699,07","381,8","121,83","442,61","928,74","540,1","499,33","199,01","1093,88","39,73","335,75","1615,04","1371,9","243,0","8511,79"
2020-03-04,"731,5","395,17","130,6","462,99","970,25","549,69","522,83","205,54","1134,05","42,51","360,0","1682,42","1429,56","247,2","8864,3"
2020-03-05,"707,77","384,81","128,55","453,54","936,47","538,13","508,19","195,6","1105,59","40,83","345,75","1631,31","1382,04","232,5","8591,08"
2020-03-06,"698,37","380,22","119,2","417,51","927,13","527,1","470,82","192,77","1074,33","39,75","335,75","1603,78","1359,2","219,0","8364,93"
2020-03-09,"643,14","360,12","98,75","338,09","855,03","491,11","383,74","180,87","1001,52","36,67","276,75","1492,38","1253,05","157,8","7569,02"
2020-03-10,"689,46","378,36","111,9","380,75","897,11","516,06","426,13","189,71","1070,01","39,01","295,5","1573,64","1317,89","182,4","8067,93"
2020-03-11,"665,51","364,17","95,83","351,23","844,71","492,03","391,45","180,15","1021,54","36,83","275,0","1505,1","1253,64","162,3","7639,48"
2020-03-12,"599,79","335,32","75,96","292,91","759,72","442,77","336,35","165,37","924,66","32,32","252,25","1367,09","1133,7","139,5","6857,71"
2020-03-13,"671,65","357,0","85,02","315,06","831,35","474,69","354,85","180,65","1056,12","35,98","258,5","1482,89","1230,61","135,0","7469,37"
2020-03-16,"585,24","337,83","77,42","256,44","725,26","415,45","275,09","159,63","900,45","29,34","237,0","1305,26","1095,96","114,6","6514,99"
2020-03-17,"610,98","361,57","82,68","285,23","764,59","444,08","294,36","166,33","974,59","32,46","267,5","1404,25","1155,13","105,3","6949,07"
2020-03-18,"596,02","366,0","72,16","239,47","714,16","405,73","234,25","162,34","933,57","30,3","245,5","1361,54","1096,64","77,1","6534,78"
2020-03-19,"591,45","376,19","66,32","223,82","721,03","408,88","235,02","165,38","948,93","31,82","228,25","1369,71","1098,97","91,5","6557,29"
2020-03-20,"553,9","369,22","70,12","241,53","689,39","411,9","262,38","158,92","913,29","30,74","234,25","1316,05","1051,61","105,0","6408,31"
2020-03-23,"542,14","380,57","68,37","225,74","668,66","402,05","248,51","156,82","904,18","31,78","225,5","1317,01","1024,72","102,0","6298,04"
2020-03-24,"596,53","388,02","74,79","248,32","742,35","432,26","280,1","168,11","986,36","37,23","275,5","1418,99","1117,57","117,9","6884,04"
2020-03-25,"593,24","377,17","76,26","262,64","761,82","447,5","293,59","163,89","976,92","36,7","290,75","1408,48","1134,3","126,9","6950,15"
2020-03-26,"624,46","391,1","75,67","267,66","808,55","464,44","302,45","173,01","1038,03","38,44","288,75","1482,65","1200,53","123,9","7279,64"
2020-03-27,"598,6","380,02","67,78","231,79","777,23","438,04","259,68","165,17","995,41","37,76","252,5","1431,66","1164,77","115,5","6915,92"
2020-03-30,"615,69","392,79","69,83","238,58","801,48","445,27","259,3","170,54","1065,42","39,68","258,5","1483,74","1202,6","121,2","7164,6"
2020-03-31,"614,43","389,94","76,55","250,69","787,57","448,29","271,63","172,86","1048,67","39,39","282,5","1471,07","1184,67","125,1","7163,35"
2020-04-01,"582,1","381,54","74,5","243,16","752,19","429,11","261,61","163,96","1011,43","36,32","266,0","1408,56","1131,36","122,1","6863,93"
2020-04-02,"591,81","383,77","75,96","251,28","768,64","443,56","277,41","166,18","1032,38","38,17","268,25","1437,15","1157,46","130,8","7022,82"
2020-04-03,"583,31","381,32","75,96","258,07","756,57","435,15","282,8","162,56","1022,87","36,44","273,75","1416,75","1140,73","130,8","6957,09"
2020-04-06,"634,2","399,52","74,79","247,14","813,8","458,93","270,09","176,02","1098,94","40,1","269,5","1518,04","1217,35","127,8","7346,22"
2020-04-07,"626,85","402,32","74,79","241,24","814,05","461,29","267,0","175,93","1087,1","38,7","267,5","1517,42","1218,59","123,9","7316,69"
2020-04-08,"642,89","408,6","76,84","237,99","841,82","466,02","277,41","179,57","1098,01","39,89","274,5","1549,64","1259,5","126,9","7479,57"
2020-04-09,"647,53","408,55","75,38","244,63","851,91","464,31","273,17","179,5","1098,07","39,29","260,5","1551,88","1278,66","126,0","7499,4"
2020-04-13,"660,24","433,77","72,16","236,37","840,49","464,97","263,15","180,07","1100,53","40,32","258,75","1568,65","1266,99","120,0","7506,47"
2020-04-14,"693,59","456,66","74,5","243,01","861,04","475,61","274,32","188,23","1154,99","42,43","256,25","1636,87","1304,36","120,0","7781,86"
2020-04-15,"687,26","461,54","76,26","256,15","844,51","463,39","292,05","187,05","1142,89","41,96","267,25","1618,09","1276,64","118,8","7733,84"
2020-04-16,"692,72","481,64","77,72","255,41","845,45","465,89","288,19","187,07","1177,2","44,03","267,0","1647,61","1282,8","117,0","7829,72"
2020-04-17,"683,32","475,0","80,93","241,98","871,4","476,26","282,41","190,28","1187,57","43,68","251,75","1663,37","1317,46","116,4","7881,81"
2020-04-20,"669,13","478,72","82,68","246,26","850,59","470,22","282,03","187,62","1164,03","42,89","248,75","1643,67","1294,25","113,1","7773,95"
2020-04-21,"648,45","465,62","75,38","230,16","827,51","457,22","263,92","180,33","1115,89","40,27","240,5","1583,02","1254,95","103,5","7486,73"
2020-04-22,"667,13","472,7","71,58","224,85","843,87","469,7","256,99","187,21","1153,79","42,75","246,25","1629,99","1282,8","105,3","7654,91"
2020-04-23,"664,54","479,89","68,07","224,26","844,95","467,99","242,73","189,11","1139,83","42,44","244,0","1626,52","1282,71","105,3","7622,34"
2020-04-24,"683,73","482,04","67,2","214,22","854,87","467,33","235,02","189,92","1160,64","43,27","240,0","1652,17","1300,59","99,0","7690,0"
2020-04-27,"684,21","475,2","68,66","208,9","867,41","476,79","228,47","189,07","1157,32","44,39","233,5","1665,46","1319,34","99,0","7717,72"
2020-04-28,"673,12","462,82","77,72","242,71","866,58","477,71","268,93","183,37","1129,13","43,53","247,25","1634,09","1313,27","112,8","7733,03"
2020-04-29,"695,23","474,54","85,9","258,36","885,85","491,63","288,19","199,68","1179,79","44,59","255,5","1692,03","1347,65","121,8","8020,76"
2020-04-30,"709,9","494,8","76,26","240,79","874,24","481,25","274,32","200,35","1191,63","43,67","258,0","1691,34","1335,11","115,2","7986,86"
2020-05-01,"698,47","457,21","71,58","224,85","852,89","463,92","255,44","195,98","1160,78","42,25","234,5","1643,67","1299,76","106,2","7707,49"
2020-05-04,"708,35","463,2","79,18","237,69","853,39","468,91","272,01","196,81","1189,17","43,52","247,25","1662,83","1303,35","111,3","7836,96"
2020-05-05,"718,98","463,56","76,55","233,71","858,35","471,54","265,85","200,69","1201,94","43,89","249,75","1681,68","1315,39","109,8","7891,67"
2020-05-06,"726,4","470,25","80,93","241,83","851,38","470,09","279,33","200,16","1213,77","44,49","254,25","1692,03","1306,47","108,3","7939,69"
2020-05-07,"733,91","473,52","87,65","265,3","858,75","473,9","302,06","203,71","1220,82","45,55","260,5","1713,82","1322,24","115,5","8077,24"
2020-05-08,"751,38","475,92","92,32","273,27","875,68","483,88","312,08","205,95","1228,0","46,69","268,75","1737,31","1344,11","121,5","8216,86"
2020-05-11,"763,21","481,8","102,55","288,48","871,87","480,73","339,44","208,81","1241,7","48,2","285,25","1752,84","1344,39","123,3","8332,57"
2020-05-12,"754,48","471,39","103,13","295,86","855,76","478,89","336,35","204,59","1213,57","46,63","280,0","1716,14","1317,59","128,1","8202,51"
2020-05-13,"745,37","473,58","97,29","269,73","836,86","477,97","305,53","200,59","1195,22","46,5","260,25","1694,66","1294,29","114,6","8012,45"
2020-05-14,"749,95","477,77","100,8","282,58","850,98","479,81","325,95","201,86","1200,41","47,99","280,25","1713,9","1309,78","122,1","8144,13"
2020-05-15,"745,52","481,96","98,75","276,37","853,22","473,24","323,64","204,27","1217,89","50,75","273,25","1725,02","1315,8","124,2","8163,9"
2020-05-18,"763,09","485,25","105,47","285,82","885,71","491,76","342,52","206,07","1229,53","52,3","292,25","1757,17","1355,88","130,2","8383,02"
2020-05-19,"758,68","489,87","97,88","272,83","872,35","487,82","327,11","204,47","1221,02","52,63","283,75","1752,76","1341,95","131,7","8294,81"
2020-05-20,"773,43","499,59","101,09","281,69","884,99","494,26","337,51","209,64","1237,96","53,61","275,75","1787,76","1364,75","131,7","8433,73"
2020-05-21,"767,66","489,35","105,76","302,8","882,43","488,61","361,4","209,28","1223,09","52,45","301,0","1768,29","1355,33","138,6","8446,05"
2020-05-22,"772,61","487,38","107,81","307,08","881,93","478,5","366,41","210,25","1223,62","53,95","295,5","1774,4","1357,9","141,6","8458,92"
2020-05-26,"767,37","484,37","108,69","309,3","901,27","489,0","367,18","211,46","1210,68","52,1","285,5","1769,61","1374,63","147,9","8479,06"
2020-05-27,"770,72","482,08","108,39","304,28","921,15","490,58","372,19","211,3","1212,28","50,95","276,75","1779,26","1395,09","158,7","8533,71"
2020-05-28,"771,06","480,22","101,97","287,59","916,03","487,17","340,21","210,99","1209,55","50,72","268,25","1776,95","1392,51","147,3","8440,52"
2020-05-29,"770,3","488,47","92,62","253,34","915,82","495,57","308,61","213,27","1221,89","53,05","259,0","1802,98","1398,72","151,2","8424,84"
2020-06-01,"779,78","494,21","97,29","269,29","919,35","507,0","328,65","213,47","1219,09","52,63","268,25","1808,39","1404,37","152,7","8514,46"
2020-06-02,"783,39","494,48","109,27","302,36","928,64","519,08","361,78","214,57","1232,96","52,74","281,75","1820,52","1416,0","162,9","8680,45"
2020-06-03,"787,7","495,68","119,2","324,21","947,8","531,17","391,45","214,12","1235,96","52,41","283,75","1828,71","1434,84","171,6","8818,6"
2020-06-04,"780,92","492,12","115,99","318,3","948,37","523,68","392,22","210,41","1219,69","52,42","279,25","1815,89","1431,08","173,4","8753,73"
2020-06-05,"803,16","496,6","119,5","319,78","977,94","537,47","399,54","214,23","1248,22","53,34","285,25","1851,89","1467,75","172,2","8946,87"
2020-06-08,"807,91","504,81","132,35","353,59","995,01","540,76","443,08","215,43","1255,96","52,65","302,0","1866,26","1485,49","197,1","9152,39"
2020-06-09,"833,42","520,17","123,29","327,46","984,57","537,08","414,95","216,03","1265,56","54,09","292,5","1879,78","1474,42","193,2","9116,52"
2020-06-10,"854,86","529,49","123,0","325,69","974,05","541,02","418,42","217,9","1312,5","56,01","283,0","1902,34","1466,19","188,1","9192,57"
2020-06-11,"813,82","511,59","110,73","296,45","907,68","512,78","384,52","208,56","1242,02","52,6","263,0","1808,08","1381,67","171,0","8664,49"
2020-06-12,"820,84","509,0","118,91","318,01","924,64","523,68","414,18","210,2","1251,83","53,41","271,5","1822,45","1398,21","181,8","8818,67"
2020-06-15,"831,0","514,54","115,41","308,56","930,44","518,92","401,85","211,36","1259,83","54,85","263,5","1844,63","1411,27","173,7","8839,85"
2020-06-16,"853,02","523,05","114,82","309,15","950,14","522,23","400,31","215,19","1290,7","54,22","265,25","1876,3","1438,43","174,0","8986,82"
2020-06-17,"851,83","528,2","111,9","292,02","942,94","527,25","387,6","216,09","1295,17","55,22","260,25","1882,25","1432,45","172,2","8955,38"
2020-06-18,"852,17","530,8","102,26","275,64","941,6","527,51","359,47","213,35","1309,04","55,12","243,0","1887,35","1433,01","160,5","8890,81"
2020-06-19,"847,3","535,0","108,69","296,16","934,75","527,38","393,76","211,94","1301,23","55,38","253,5","1887,04","1424,82","167,1","8944,05"
2020-06-22,"869,47","542,76","106,35","284,49","940,24","533,85","379,51","215,82","1337,37","56,96","246,5","1909,67","1433,96","161,4","9018,36"
2020-06-23,"888,03","552,88","108,39","292,61","944,5","539,0","394,53","217,8","1346,31","56,5","255,5","1925,93","1440,56","166,8","9129,36"
2020-06-24,"872,35","546,88","110,15","291,29","919,69","531,87","386,83","213,14","1319,17","55,22","254,5","1886,22","1403,81","163,8","8954,92"
2020-06-25,"883,93","550,92","118,91","306,49","929,84","534,12","411,1","214,39","1335,84","56,74","273,5","1904,18","1418,86","173,1","9111,93"
2020-06-26,"856,77","538,57","113,07","290,1","904,34","527,64","393,38","202,71","1309,1","54,74","262,75","1859,21","1385,16","171,0","8868,55"
2020-06-29,"876,52","536,08","115,41","291,58","924,31","530,02","398,0","207,86","1323,17","55,01","266,25","1879,49","1405,52","175,5","8984,72"
2020-06-30,"883,84","551,76","109,56","273,86","931,39","528,3","373,73","210,96","1356,98","56,79","262,25","1916,33","1423,52","172,5","9051,79"
2020-07-01,"882,17","575,74","112,19","276,97","929,37","534,25","376,42","214,53","1364,91","56,98","269,5","1938,7","1433,49","174,3","9139,52"
2020-07-02,"882,17","578,06","106,06","266,63","933,38","546,4","355,23","218,68","1375,31","57,47","259,75","1951,85","1441,39","174,0","9146,39"
2020-07-06,"905,76","611,41","128,26","326,57","949,92","569,92","436,14","223,1","1404,92","58,83","291,25","1999,84","1463,64","187,2","9556,77"
2020-07-07,"902,95","600,02","121,83","307,67","935,62","560,41","419,58","221,66","1388,58","59,03","280,5","1986,06","1448,54","180,6","9413,06"
2020-07-08,"923,98","616,22","123,59","313,14","941,69","574,94","424,97","223,69","1419,12","61,08","286,5","2012,22","1459,62","186,0","9566,77"
2020-07-09,"927,96","636,53","115,99","300,14","929,12","574,94","405,32","225,93","1429,06","62,84","274,5","2029,17","1451,31","185,7","9548,51"
2020-07-10,"929,58","640,0","123,0","316,97","942,05","571,24","438,07","228,96","1424,72","62,66","284,0","2043,03","1466,13","189,0","9659,42"
2020-07-13,"925,29","620,8","123,88","319,78","942,84","567,41","436,91","224,98","1380,72","60,11","287,5","2001,0","1453,44","186,0","9530,65"
2020-07-14,"940,6","616,8","121,83","316,68","962,89","568,2","434,22","226,26","1389,25","62,05","287,0","2015,16","1472,27","189,9","9603,12"
2020-07-15,"947,07","601,77","126,22","332,33","971,27","569,92","450,01","225,67","1387,18","61,15","292,25","2019,27","1485,8","195,3","9665,21"
2020-07-16,"935,42","599,98","123,88","324,5","966,07","561,86","443,46","225,38","1359,71","60,6","286,5","2005,49","1480,91","195,6","9569,35"
2020-07-17,"933,53","592,39","120,08","316,38","964,19","565,03","432,68","225,66","1352,78","61,0","276,25","2007,81","1485,2","192,3","9525,28"
2020-07-20,"953,2","639,37","117,74","305,02","964,48","572,3","419,58","232,65","1410,92","62,85","275,5","2064,78","1497,2","192,3","9707,88"
2020-07-21,"940,05","627,66","122,42","317,57","969,97","577,58","437,68","231,47","1391,92","61,76","289,5","2043,26","1500,39","194,7","9705,92"
2020-07-22,"942,69","619,98","129,43","342,96","975,9","575,07","473,9","232,8","1411,92","62,42","307,5","2050,46","1508,93","199,2","9833,16"
2020-07-23,"899,78","597,31","133,52","345,91","964,01","570,45","480,45","225,65","1350,51","60,57","307,25","1996,9","1490,92","204,3","9627,53"
2020-07-24,"897,55","601,78","132,64","347,39","956,78","569,92","480,45","224,38","1342,24","60,96","307,0","1977,94","1481,32","199,8","9580,15"
2020-07-27,"918,82","611,04","134,98","352,85","961,34","578,77","492,01","227,53","1359,24","62,31","301,0","2013,23","1492,12","199,2","9704,45"
2020-07-28,"903,73","600,07","130,01","336,91","954,03","574,01","470,82","223,7","1347,04","61,08","288,0","1987,61","1482,66","194,4","9554,07"
2020-07-29,"921,05","606,71","129,72","340,3","959,71","583,26","474,67","226,65","1360,64","62,58","285,5","2010,52","1500,9","194,1","9656,31"
2020-07-30,"932,2","610,38","126,8","324,21","951,68","575,86","466,97","228,86","1359,58","63,46","279,0","2021,05","1495,54","189,9","9625,49"
2020-07-31,"1029,79","632,94","120,96","314,17","955,55","571,9","462,34","221,36","1366,98","63,47","273,5","2057,11","1507,36","186,9","9764,33"
2020-08-03,"1055,74","622,38","130,89","346,65","964,12","575,86","511,27","220,59","1443,86","65,83","303,5","2084,9","1517,84","199,8","10043,23"
2020-08-04,"1062,79","627,77","132,06","342,96","970,23","583,53","502,8","219,18","1422,19","67,13","305,75","2092,64","1523,7","204,3","10057,01"
2020-08-05,"1066,64","641,01","125,34","329,52","983,2","589,87","487,39","220,04","1419,86","67,49","290,5","2097,82","1533,16","201,6","10053,44"
2020-08-06,"1103,85","645,0","123,59","327,31","990,07","591,72","488,93","223,89","1442,59","67,78","289,75","2125,61","1543,41","195,0","10158,5"
2020-08-07,"1078,76","633,49","123,59","328,93","992,68","579,56","495,09","222,91","1416,79","66,97","288,25","2101,07","1544,52","193,2","10065,81"
2020-08-10,"1094,43","629,63","120,96","324,06","1005,4","581,02","479,3","222,68","1388,58","66,76","280,75","2092,1","1549,14","187,2","10022,0"
2020-08-11,"1061,89","616,13","113,07","306,49","1001,96","579,43","456,95","220,26","1356,11","64,88","275,5","2052,47","1536,35","177,0","9818,49"
2020-08-12,"1097,18","632,45","108,1","290,55","1012,27","587,22","441,54","224,23","1394,85","68,4","263,75","2104,09","1557,77","167,1","9949,5"
2020-08-13,"1116,59","632,2","107,52","298,22","1010,03","585,51","444,23","225,63","1391,58","68,42","275,0","2108,89","1554,95","169,8","9988,59"
2020-08-14,"1115,6","629,6","106,06","298,82","1011,4","584,45","438,07","223,84","1392,92","69,14","278,75","2106,41","1555,0","171,6","9981,66"
2020-08-17,"1112,69","636,48","98,75","281,98","1008,33","591,85","415,72","225,57","1402,12","73,77","269,5","2130,87","1559,94","163,2","9970,77"
2020-08-18,"1121,96","662,5","97,0","279,03","1005,62","591,19","410,71","231,45","1410,19","73,31","272,0","2151,38","1563,31","163,2","10032,85"
2020-08-19,"1123,37","652,1","98,75","275,05","1002,83","583,92","399,54","229,79","1401,63","72,58","272,25","2136,91","1556,8","164,1","9969,62"
2020-08-20,"1148,29","659,47","96,41","272,24","1004,42","582,07","394,92","234,5","1434,25","72,59","272,75","2166,55","1561,65","164,1","10064,23"
2020-08-21,"1207,47","656,94","97,0","268,99","1011,76","584,98","389,52","234,4","1423,82","75,84","274,75","2181,57","1567,19","160,5","10134,72"
2020-08-24,"1221,91","661,49","96,12","271,06","1025,85","591,45","387,6","235,82","1428,3","76,06","275,75","2195,19","1583,07","162,0","10211,67"
2020-08-25,"1211,89","669,3","97,88","274,31","1023,82","597,4","391,84","238,9","1446,88","76,24","279,75","2212,45","1588,61","166,5","10275,74"
2020-08-26,"1228,37","688,37","94,66","270,62","1026,75","598,98","386,83","244,6","1478,16","76,37","286,0","2259,66","1604,53","166,8","10410,7"
2020-08-27,"1213,68","680,0","94,08","263,97","1032,58","593,96","381,43","242,28","1514,46","75,51","287,75","2252,62","1608,04","161,4","10401,76"
2020-08-28,"1211,72","680,36","102,26","283,31","1038,6","601,76","408,4","243,9","1530,03","78,61","299,75","2264,07","1618,43","171,3","10532,5"
2020-08-31,"1252,81","690,19","98,46","279,77","1029,83","588,41","398,0","242,43","1507,44","79,97","287,25","2282,26","1612,57","167,4","10516,78"
2020-09-01,"1302,71","699,82","100,5","277,7","1038,93","598,45","400,7","246,23","1519,07","82,66","294,5","2321,27","1627,75","169,2","10679,5"
2020-09-02,"1275,72","706,29","97,0","278,44","1054,94","596,87","389,52","255,5","1548,34","85,81","294,0","2343,25","1651,3","166,2","10743,17"
2020-09-03,"1173,58","673,6","98,46","285,97","1026,43","585,51","396,07","242,42","1452,43","77,85","297,75","2224,44","1594,47","165,6","10294,59"
2020-09-04,"1174,36","658,92","99,04","279,48","1020,74","585,77","392,22","235,24","1432,04","75,5","299,0","2194,8","1581,45","162,6","10191,17"
2020-09-08,"1095,33","629,97","100,21","278,59","997,74","575,6","395,3","226,67","1354,58","71,25","298,25","2089,31","1538,24","163,2","9814,24"
2020-09-09,"1139,02","653,72","98,75","276,67","1013,78","584,19","396,07","230,18","1412,26","76,05","299,0","2150,69","1568,62","162,3","10061,3"
2020-09-10,"1101,84","635,02","98,75","276,52","999,08","574,81","394,92","227,03","1372,69","73,64","297,5","2107,81","1541,38","154,8","9855,78"
2020-09-11,"1087,37","623,24","96,12","265,74","1003,79","580,35","375,27","225,5","1363,73","72,76","295,75","2093,18","1542,17","155,1","9780,08"
2020-09-14,"1119,99","620,59","93,2","257,62","1016,25","589,73","354,85","224,47","1372,96","76,99","286,5","2129,63","1562,48","151,8","9857,07"
2020-09-15,"1121,74","631,23","91,74","254,82","1016,43","595,94","353,31","228,38","1395,48","77,7","287,0","2159,82","1570,37","153,6","9937,56"
2020-09-16,"1088,63","615,62","85,31","238,28","1018,06","595,15","322,1","224,95","1370,55","74,85","268,25","2125,38","1564,14","145,5","9736,78"
2020-09-17,"1071,25","601,75","81,51","227,06","1012,77","592,77","303,61","221,23","1356,25","74,55","266,25","2092,17","1550,38","136,5","9588,05"
2020-09-18,"1037,27","590,98","80,93","226,18","1004,12","588,15","302,83","215,88","1339,4","72,9","268,0","2065,47","1532,53","133,8","9458,46"
2020-09-21,"1068,73","592,09","77,72","217,32","985,67","582,73","292,82","212,76","1353,77","74,87","265,5","2070,43","1515,48","123,9","9433,79"
2020-09-22,"1085,53","625,8","74,79","208,17","990,64","578,37","279,33","217,18","1386,39","75,59","260,75","2108,89","1530,91","116,4","9538,75"
2020-09-23,"1039,99","599,97","70,41","197,24","971,65","569,39","264,31","209,68","1340,74","72,51","238,75","2044,5","1495,41","109,8","9224,35"
2020-09-24,"1050,67","603,96","76,84","216,14","973,54","566,75","293,97","211,68","1358,12","73,85","253,5","2054,02","1499,39","115,2","9347,64"
2020-09-25,"1090,09","619,03","76,84","214,37","986,61","567,28","285,11","214,09","1389,07","77,0","258,25","2101,77","1523,63","110,4","9513,53"
2020-09-28,"1116,11","634,81","76,55","211,56","1001,86","573,62","278,56","217,01","1399,89","77,96","258,5","2145,42","1548,94","111,6","9652,4"
2020-09-29,"1107,66","628,98","73,33","208,17","996,49","573,22","275,86","218,1","1385,32","79,1","253,25","2135,75","1540,51","108,3","9584,05"
